epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,1898.63,0.14086,0.20879,0.77622,0.98145,0.94731,0.995,0.95124,0.28017,0.21595,0.74257,0.000349194,0.000349194,0.000349194
178,1909.03,0.14033,0.20785,0.78107,0.97682,0.94946,0.995,0.94488,0.28137,0.21826,0.74347,0.000346445,0.000346445,0.000346445
179,1919.44,0.14816,0.21503,0.78441,0.97275,0.95069,0.995,0.94826,0.28129,0.22255,0.74613,0.000343696,0.000343696,0.000343696
180,1929.87,0.14272,0.21709,0.77777,0.9837,0.94468,0.995,0.9561,0.28837,0.20893,0.74904,0.000340947,0.000340947,0.000340947
181,1940.36,0.13917,0.20208,0.77797,0.98511,0.94272,0.995,0.95552,0.29443,0.21444,0.75339,0.000338198,0.000338198,0.000338198
182,1950.79,0.14268,0.20795,0.77652,0.98593,0.94392,0.995,0.94242,0.29353,0.21501,0.75317,0.000335449,0.000335449,0.000335449
183,1961.21,0.14592,0.2083,0.77731,0.98403,0.9444,0.995,0.9492,0.28349,0.21353,0.75029,0.0003327,0.0003327,0.0003327
184,1971.62,0.13325,0.20313,0.77594,0.98524,0.94395,0.995,0.95198,0.27381,0.21312,0.74182,0.000329951,0.000329951,0.000329951
185,1982.16,0.13211,0.20175,0.77138,0.9835,0.94307,0.995,0.9561,0.2632,0.21104,0.73995,0.000327202,0.000327202,0.000327202
186,1992.59,0.13988,0.19971,0.78205,0.98564,0.94321,0.995,0.95046,0.25668,0.21439,0.73949,0.000324453,0.000324453,0.000324453
187,2003.06,0.12967,0.19201,0.76572,0.98366,0.94622,0.995,0.95266,0.27186,0.19481,0.74419,0.000321705,0.000321705,0.000321705
188,2013.5,0.14378,0.20603,0.78644,0.97968,0.94548,0.995,0.9524,0.27566,0.20012,0.74717,0.000318956,0.000318956,0.000318956
189,2023.95,0.13815,0.19668,0.77038,0.98285,0.944,0.995,0.94812,0.28765,0.20485,0.75296,0.000316207,0.000316207,0.000316207
190,2034.38,0.13438,0.19912,0.77487,0.98418,0.94358,0.995,0.95893,0.28599,0.21163,0.75324,0.000313458,0.000313458,0.000313458
191,2044.85,0.13533,0.19592,0.76588,0.98383,0.94453,0.995,0.96033,0.27746,0.21426,0.74759,0.000310709,0.000310709,0.000310709
192,2055.28,0.12633,0.18881,0.76366,0.98252,0.94558,0.995,0.96139,0.27006,0.21377,0.74495,0.00030796,0.00030796,0.00030796
193,2065.72,0.1294,0.18952,0.77527,0.98516,0.94488,0.995,0.95462,0.27065,0.21738,0.74127,0.000305211,0.000305211,0.000305211
194,2076.13,0.13159,0.1977,0.77079,0.98936,0.94603,0.995,0.9618,0.27201,0.21084,0.74117,0.000302462,0.000302462,0.000302462
195,2086.55,0.13675,0.19899,0.77544,0.98482,0.94809,0.995,0.9595,0.27653,0.20101,0.74045,0.000299713,0.000299713,0.000299713
196,2096.96,0.13745,0.19236,0.77523,0.98591,0.94778,0.995,0.95435,0.27811,0.20374,0.74442,0.000296964,0.000296964,0.000296964
197,2107.53,0.13201,0.1913,0.76849,0.98047,0.94437,0.995,0.9509,0.27745,0.20029,0.74627,0.000294216,0.000294216,0.000294216
198,2118.15,0.12525,0.18512,0.76982,0.98075,0.9441,0.995,0.95263,0.26374,0.19897,0.74292,0.000291467,0.000291467,0.000291467
199,2128.71,0.12504,0.18776,0.77976,0.98197,0.94436,0.995,0.95006,0.26974,0.20668,0.7437,0.000288718,0.000288718,0.000288718
200,2139.28,0.12995,0.18772,0.77854,0.98245,0.94472,0.995,0.95018,0.27092,0.20725,0.74418,0.000285969,0.000285969,0.000285969
201,2149.89,0.13086,0.18235,0.76175,0.98208,0.94469,0.995,0.95151,0.28186,0.20366,0.74802,0.00028322,0.00028322,0.00028322
202,2160.45,0.12346,0.18166,0.76542,0.98328,0.94544,0.995,0.95288,0.28449,0.20004,0.74958,0.000280471,0.000280471,0.000280471
203,2171.01,0.13044,0.18456,0.77353,0.97845,0.95573,0.995,0.96701,0.26471,0.19466,0.74284,0.000277722,0.000277722,0.000277722
204,2181.65,0.12841,0.18731,0.77903,0.98703,0.94906,0.995,0.96731,0.26798,0.18865,0.74388,0.000274973,0.000274973,0.000274973
205,2192.24,0.12631,0.18047,0.76268,0.98693,0.94544,0.995,0.94406,0.27941,0.1875,0.74713,0.000272224,0.000272224,0.000272224
206,2202.77,0.12581,0.18496,0.77229,0.98359,0.94544,0.995,0.95756,0.27837,0.19003,0.7459,0.000269475,0.000269475,0.000269475
207,2213.56,0.12778,0.17986,0.77184,0.97827,0.94657,0.995,0.96175,0.27041,0.19106,0.74215,0.000266727,0.000266727,0.000266727
208,2224.24,0.12736,0.17957,0.7767,0.97586,0.94578,0.995,0.96672,0.2782,0.19303,0.74303,0.000263978,0.000263978,0.000263978
209,2234.9,0.1226,0.17797,0.77304,0.97704,0.94696,0.995,0.95722,0.27774,0.20453,0.74223,0.000261229,0.000261229,0.000261229
210,2245.46,0.12549,0.18447,0.76406,0.97792,0.94621,0.995,0.96839,0.26902,0.2076,0.73996,0.00025848,0.00025848,0.00025848
211,2256.11,0.12328,0.17984,0.76837,0.97079,0.94736,0.995,0.96266,0.26186,0.20179,0.73648,0.000255731,0.000255731,0.000255731
212,2266.88,0.1224,0.1825,0.77001,0.96016,0.95181,0.995,0.96585,0.25605,0.2082,0.73507,0.000252982,0.000252982,0.000252982
213,2277.51,0.12589,0.18623,0.78066,0.97323,0.95615,0.995,0.96339,0.25181,0.21014,0.73561,0.000250233,0.000250233,0.000250233
214,2288.24,0.12636,0.18382,0.77621,0.96761,0.95602,0.995,0.95456,0.2607,0.20348,0.73674,0.000247484,0.000247484,0.000247484
215,2298.86,0.12628,0.1831,0.77912,0.97157,0.95313,0.995,0.95477,0.26067,0.19854,0.73675,0.000244735,0.000244735,0.000244735
216,2309.36,0.13003,0.18547,0.78107,0.95119,0.95667,0.995,0.96101,0.25355,0.20346,0.73524,0.000241986,0.000241986,0.000241986
217,2319.84,0.12455,0.18149,0.7677,0.96109,0.95374,0.995,0.96162,0.25422,0.20401,0.73532,0.000239238,0.000239238,0.000239238
218,2330.35,0.13055,0.17858,0.77275,0.9686,0.95072,0.995,0.95399,0.25886,0.19522,0.7375,0.000236489,0.000236489,0.000236489
219,2340.88,0.12759,0.18348,0.7751,0.95715,0.95601,0.995,0.95069,0.26038,0.20329,0.73646,0.00023374,0.00023374,0.00023374
220,2351.37,0.12928,0.18339,0.77121,0.94552,0.95345,0.995,0.95637,0.26149,0.20463,0.73502,0.000230991,0.000230991,0.000230991
221,2361.91,0.12115,0.18152,0.77215,0.96309,0.95333,0.995,0.96274,0.25564,0.20631,0.73532,0.000228242,0.000228242,0.000228242
222,2372.44,0.12761,0.17926,0.78015,0.96095,0.9505,0.995,0.96312,0.25746,0.20548,0.73651,0.000225493,0.000225493,0.000225493
223,2382.95,0.12961,0.17978,0.77935,0.96084,0.9518,0.995,0.95841,0.26429,0.18733,0.74089,0.000222744,0.000222744,0.000222744
224,2393.43,0.12346,0.17428,0.77066,0.96634,0.95113,0.995,0.94729,0.26572,0.19251,0.73943,0.000219995,0.000219995,0.000219995
225,2403.94,0.12411,0.17526,0.77031,0.96652,0.95108,0.995,0.96238,0.25961,0.1861,0.73647,0.000217246,0.000217246,0.000217246
226,2414.46,0.13055,0.17798,0.77472,0.96369,0.95488,0.995,0.96377,0.2562,0.19507,0.73533,0.000214497,0.000214497,0.000214497
227,2424.96,0.12596,0.1781,0.76842,0.96586,0.95378,0.995,0.95001,0.2661,0.19542,0.73846,0.000211749,0.000211749,0.000211749
228,2435.53,0.1237,0.16999,0.77523,0.97498,0.95135,0.995,0.93051,0.2783,0.17626,0.74296,0.000209,0.000209,0.000209
229,2446.01,0.11905,0.17312,0.7703,0.9723,0.95191,0.995,0.93136,0.28839,0.1872,0.74814,0.000206251,0.000206251,0.000206251
230,2456.57,0.12474,0.17449,0.7746,0.97949,0.95008,0.995,0.93248,0.27611,0.19241,0.74511,0.000203502,0.000203502,0.000203502
231,2467.11,0.12588,0.17104,0.7732,0.97973,0.94883,0.995,0.95132,0.27266,0.19193,0.74322,0.000200753,0.000200753,0.000200753
232,2477.67,0.11945,0.1677,0.77105,0.97952,0.94808,0.995,0.96457,0.26374,0.19765,0.738,0.000198004,0.000198004,0.000198004
233,2488.18,0.1253,0.17368,0.76921,0.97947,0.95255,0.995,0.96068,0.27859,0.18697,0.74144,0.000195255,0.000195255,0.000195255
234,2498.68,0.12932,0.17245,0.77514,0.97463,0.96182,0.995,0.95536,0.2825,0.18557,0.74774,0.000192506,0.000192506,0.000192506
235,2509.19,0.11955,0.17001,0.76728,0.9679,0.96916,0.995,0.95195,0.29662,0.18075,0.76412,0.000189757,0.000189757,0.000189757
236,2519.7,0.1146,0.16518,0.7623,0.96398,0.97445,0.995,0.94828,0.29497,0.17612,0.76601,0.000187008,0.000187008,0.000187008
237,2530.23,0.1235,0.16837,0.77159,0.97053,0.96232,0.995,0.94604,0.28964,0.18297,0.7625,0.00018426,0.00018426,0.00018426
238,2540.76,0.10905,0.15903,0.76781,0.9665,0.95642,0.995,0.94652,0.27964,0.19067,0.75535,0.000181511,0.000181511,0.000181511
239,2551.31,0.12048,0.16376,0.7767,0.97187,0.95052,0.995,0.9348,0.27862,0.19258,0.75113,0.000178762,0.000178762,0.000178762
240,2561.83,0.12042,0.16862,0.7725,0.97992,0.94845,0.995,0.94132,0.28879,0.18252,0.75253,0.000176013,0.000176013,0.000176013
241,2572.52,0.11628,0.16975,0.76825,0.98453,0.94411,0.995,0.92673,0.29149,0.19763,0.75185,0.000173264,0.000173264,0.000173264
242,2583.37,0.11741,0.16422,0.77757,0.98311,0.94292,0.995,0.93934,0.2819,0.20238,0.74661,0.000170515,0.000170515,0.000170515
243,2594.13,0.11389,0.16487,0.77498,0.98337,0.94294,0.995,0.95072,0.2718,0.21155,0.7415,0.000167766,0.000167766,0.000167766
244,2604.91,0.11464,0.16488,0.77611,0.98292,0.94396,0.995,0.95194,0.27758,0.21163,0.74399,0.000165017,0.000165017,0.000165017
245,2615.62,0.12063,0.16374,0.76923,0.9825,0.94599,0.995,0.9553,0.27846,0.20184,0.74556,0.000162268,0.000162268,0.000162268
246,2626.48,0.10778,0.15638,0.77535,0.9757,0.94681,0.995,0.95502,0.27605,0.19879,0.74635,0.00015952,0.00015952,0.00015952
247,2637.13,0.12313,0.17048,0.77435,0.97597,0.94699,0.995,0.96156,0.27761,0.2064,0.74472,0.000156771,0.000156771,0.000156771
248,2647.76,0.12065,0.17248,0.76873,0.97954,0.94612,0.995,0.94934,0.27998,0.19044,0.74606,0.000154022,0.000154022,0.000154022
249,2658.56,0.11267,0.16046,0.76005,0.97887,0.94663,0.995,0.95971,0.28194,0.18498,0.74702,0.000151273,0.000151273,0.000151273
250,2669.37,0.117,0.16103,0.77668,0.97855,0.94698,0.995,0.95506,0.28079,0.1834,0.74947,0.000148524,0.000148524,0.000148524
251,2680.09,0.11453,0.158,0.76521,0.97958,0.9463,0.995,0.95462,0.28166,0.19174,0.74813,0.000145775,0.000145775,0.000145775
252,2690.89,0.12114,0.16276,0.76765,0.97988,0.94594,0.995,0.94736,0.28052,0.19085,0.74776,0.000143026,0.000143026,0.000143026
253,2701.5,0.1123,0.15796,0.77361,0.98101,0.94541,0.995,0.94352,0.27642,0.19433,0.74638,0.000140277,0.000140277,0.000140277
254,2712.06,0.11812,0.15895,0.77055,0.97912,0.9451,0.995,0.95101,0.27814,0.19567,0.74387,0.000137528,0.000137528,0.000137528
255,2722.71,0.11028,0.15567,0.77732,0.98325,0.94599,0.995,0.94596,0.26829,0.18746,0.73917,0.000134779,0.000134779,0.000134779
256,2733.34,0.10895,0.15079,0.77061,0.97885,0.94604,0.995,0.94131,0.26584,0.19794,0.73876,0.000132031,0.000132031,0.000132031
257,2743.98,0.11327,0.15613,0.77799,0.97618,0.94737,0.995,0.95405,0.26687,0.18473,0.7388,0.000129282,0.000129282,0.000129282
258,2754.57,0.1142,0.15771,0.77407,0.97639,0.94732,0.995,0.96077,0.26797,0.1938,0.74039,0.000126533,0.000126533,0.000126533
259,2765.18,0.11105,0.15904,0.77955,0.97746,0.94715,0.995,0.94325,0.27958,0.19046,0.74178,0.000123784,0.000123784,0.000123784
260,2775.73,0.11003,0.15111,0.75754,0.97829,0.94697,0.995,0.94628,0.27831,0.19147,0.74659,0.000121035,0.000121035,0.000121035
261,2786.38,0.1057,0.15047,0.76826,0.9816,0.947,0.995,0.94142,0.27697,0.1891,0.74592,0.000118286,0.000118286,0.000118286
262,2797.14,0.10809,0.15507,0.7659,0.98152,0.9461,0.995,0.95123,0.27854,0.19035,0.74521,0.000115537,0.000115537,0.000115537
263,2807.92,0.10236,0.14919,0.77215,0.97953,0.94668,0.995,0.94857,0.27385,0.19707,0.74419,0.000112788,0.000112788,0.000112788
264,2818.68,0.11471,0.15434,0.77044,0.97641,0.94884,0.995,0.96021,0.27407,0.19018,0.74248,0.000110039,0.000110039,0.000110039
265,2829.41,0.10576,0.14885,0.77075,0.97716,0.94836,0.995,0.95169,0.27422,0.1829,0.74365,0.00010729,0.00010729,0.00010729
266,2840,0.10862,0.15338,0.77111,0.97657,0.94851,0.995,0.95399,0.27367,0.18338,0.74253,0.000104542,0.000104542,0.000104542
267,2850.73,0.108,0.14953,0.77472,0.97853,0.94764,0.995,0.95261,0.27238,0.1885,0.74228,0.000101793,0.000101793,0.000101793
268,2861.29,0.11396,0.16222,0.78077,0.9821,0.94742,0.995,0.95843,0.26718,0.19326,0.74122,9.90437e-05,9.90437e-05,9.90437e-05
269,2871.96,0.10882,0.14683,0.77066,0.98201,0.94737,0.995,0.96033,0.26602,0.179,0.73817,9.62948e-05,9.62948e-05,9.62948e-05
270,2882.67,0.11158,0.15268,0.77371,0.98199,0.94752,0.995,0.95949,0.26941,0.18801,0.73966,9.35459e-05,9.35459e-05,9.35459e-05
271,2893.36,0.10537,0.14682,0.77761,0.98341,0.94662,0.995,0.94591,0.27331,0.1831,0.74299,9.0797e-05,9.0797e-05,9.0797e-05
272,2903.88,0.11264,0.15311,0.77373,0.98483,0.94698,0.995,0.9413,0.26835,0.19008,0.74195,8.80481e-05,8.80481e-05,8.80481e-05
273,2914.57,0.10864,0.15044,0.76763,0.98235,0.94728,0.995,0.9529,0.26462,0.18725,0.7387,8.52992e-05,8.52992e-05,8.52992e-05
274,2925.29,0.10786,0.15146,0.77345,0.98635,0.94836,0.995,0.95355,0.27088,0.19077,0.73838,8.25503e-05,8.25503e-05,8.25503e-05
275,2936.09,0.10838,0.14842,0.76894,0.97803,0.9497,0.995,0.95474,0.26589,0.1861,0.73803,7.98014e-05,7.98014e-05,7.98014e-05
276,2946.66,0.10901,0.14809,0.77611,0.97726,0.95032,0.995,0.95127,0.26224,0.1845,0.73786,7.70525e-05,7.70525e-05,7.70525e-05
277,2957.33,0.10907,0.15031,0.77621,0.97775,0.95012,0.995,0.95138,0.26987,0.17965,0.74042,7.43036e-05,7.43036e-05,7.43036e-05
278,2968.05,0.1089,0.14977,0.76244,0.97653,0.95084,0.995,0.95205,0.27438,0.1786,0.74151,7.15547e-05,7.15547e-05,7.15547e-05
279,2978.68,0.10583,0.15056,0.77233,0.98384,0.95087,0.995,0.95205,0.27225,0.17603,0.74135,6.88058e-05,6.88058e-05,6.88058e-05
280,2989.26,0.10416,0.14996,0.76295,0.97977,0.94952,0.995,0.9521,0.2694,0.17384,0.74232,6.60569e-05,6.60569e-05,6.60569e-05
281,2999.78,0.10474,0.14521,0.77122,0.98053,0.94912,0.995,0.9521,0.27097,0.17701,0.7428,6.3308e-05,6.3308e-05,6.3308e-05
282,3010.49,0.10091,0.14342,0.76913,0.97966,0.9497,0.995,0.95873,0.27114,0.17788,0.74292,6.05591e-05,6.05591e-05,6.05591e-05
283,3021.33,0.10345,0.1455,0.77348,0.97931,0.94963,0.995,0.96281,0.2677,0.17614,0.74224,5.78102e-05,5.78102e-05,5.78102e-05
284,3032.07,0.10072,0.14314,0.76466,0.97963,0.94903,0.995,0.96297,0.26236,0.17583,0.74143,5.50613e-05,5.50613e-05,5.50613e-05
285,3042.76,0.10484,0.15009,0.76902,0.98175,0.94784,0.995,0.96239,0.26446,0.16967,0.74087,5.23124e-05,5.23124e-05,5.23124e-05
286,3053.44,0.10343,0.14501,0.77499,0.98223,0.94762,0.995,0.96265,0.26374,0.17242,0.7403,4.95635e-05,4.95635e-05,4.95635e-05
287,3064.11,0.10364,0.14165,0.77812,0.98182,0.94783,0.995,0.96298,0.26281,0.17259,0.73894,4.68146e-05,4.68146e-05,4.68146e-05
288,3074.86,0.10283,0.14829,0.77152,0.98068,0.94871,0.995,0.96298,0.26632,0.1759,0.74058,4.40657e-05,4.40657e-05,4.40657e-05
289,3085.58,0.11078,0.15615,0.77969,0.97885,0.95038,0.995,0.9625,0.27042,0.17611,0.74219,4.13168e-05,4.13168e-05,4.13168e-05
290,3096.25,0.10073,0.14061,0.77179,0.97884,0.95059,0.995,0.96265,0.26681,0.17743,0.74167,3.85679e-05,3.85679e-05,3.85679e-05
291,3108.83,0.09735,0.15248,0.76096,0.9775,0.94922,0.995,0.95016,0.27353,0.17995,0.74421,3.5819e-05,3.5819e-05,3.5819e-05
292,3119.32,0.09835,0.15281,0.76963,0.98165,0.94814,0.995,0.9422,0.28159,0.17235,0.7474,3.30701e-05,3.30701e-05,3.30701e-05
293,3129.82,0.09198,0.14979,0.76117,0.98182,0.94766,0.995,0.94188,0.28311,0.17524,0.74765,3.03212e-05,3.03212e-05,3.03212e-05
294,3140.33,0.08894,0.14453,0.76591,0.98393,0.94802,0.995,0.94358,0.28494,0.16821,0.74749,2.75723e-05,2.75723e-05,2.75723e-05
295,3150.9,0.09068,0.14922,0.76094,0.98456,0.94777,0.995,0.95133,0.28205,0.16727,0.74604,2.48234e-05,2.48234e-05,2.48234e-05
296,3161.58,0.09166,0.15109,0.7658,0.98554,0.94814,0.995,0.94407,0.27811,0.17158,0.74488,2.20745e-05,2.20745e-05,2.20745e-05
297,3172.17,0.08537,0.13933,0.76284,0.98537,0.94807,0.995,0.94407,0.27402,0.16984,0.74407,1.93256e-05,1.93256e-05,1.93256e-05
298,3182.79,0.08446,0.13892,0.75562,0.98546,0.94812,0.995,0.94411,0.27432,0.17344,0.74345,1.65767e-05,1.65767e-05,1.65767e-05
299,3193.47,0.0907,0.14433,0.75964,0.98568,0.94785,0.995,0.95289,0.27522,0.1765,0.74417,1.38278e-05,1.38278e-05,1.38278e-05
300,3204.06,0.08961,0.14636,0.75123,0.98622,0.94755,0.995,0.95289,0.27517,0.17365,0.74391,1.10789e-05,1.10789e-05,1.10789e-05
